GITM2 log file
## Inputs from UAM.in
# Resart= F
# Eddy coef:   300.000 Eddy P0:     0.005 Eddy P1:     0.001
# Statistical Models Only:  F Apex:  F
# EUV Data:  F
# AMIE: none           
none                                                                                                
# Solar Heating:  T Joule Heating:  T Auroral Heating:  T
# NO Cooling:  T O Cooling:  T
# Conduction:  T Turbulent Conduction:  T
# Pressure Grad:  T Ion Drag:  T Neutral Drag:  T
# Viscosity:  T Coriolis:  T Gravity:  T
# Ion Chemistry:  T Ion Advection:  T Neutral Chemistry:  T
 
#START
   iStep yyyy mm dd hh mm ss  ms      dt min(T) max(T) mean(T) min(VV) max(VV) mean(VV) F107 F107A By Bz Vx HP HPn HPs SubsolarLon SubsolarLat SubsolarVTEC
     266 2002  3 18  0 21 10 992  4.8015    193.25655    935.23805    868.78010     -8.08790     96.41425     18.03572    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.04916  -0.01671  -1.00000
     268 2002  3 18  0 21 20 595  4.8015    193.24421    935.07645    868.40742     -7.85075     93.08287     16.78304    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.04847  -0.01671  -1.00000
     270 2002  3 18  0 21 30 198  4.8016    193.23175    934.82690    868.05240     -7.61983     86.21509     15.37333    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.04777  -0.01671  -1.00000
     273 2002  3 18  0 21 44 603  4.8017    193.21297    934.58837    867.58763     -6.83655     70.53589     13.04232    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.04672  -0.01671  -1.00000
     275 2002  3 18  0 21 54 207  4.8018    193.20053    934.44862    867.33970     -6.00486     57.42919     11.39026    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.04602  -0.01671  -1.00000
     277 2002  3 18  0 22  3 810  4.8018    193.18813    934.19611    867.14958     -4.92876     43.15187      9.69395    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.04532  -0.01671  -1.00000
     279 2002  3 18  0 22 13 414  4.8019    193.17571    933.83253    867.01794     -3.99289     32.10812      7.97749    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.04462  -0.01671  -1.00000
     281 2002  3 18  0 22 23  18  4.8020    193.16327    933.35041    866.94320     -3.22317     28.22354      6.26303    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.04393  -0.01671  -1.00000
     283 2002  3 18  0 22 32 622  4.8021    193.15085    932.85569    866.92535     -4.47378     24.40158      4.56646    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.04323  -0.01671  -1.00000
     285 2002  3 18  0 22 42 227  4.8022    193.13841    932.41649    866.95821    -15.14874     20.81951      2.89752    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.04253  -0.01671  -1.00000
     287 2002  3 18  0 22 51 831  4.8022    193.12596    931.90139    867.03933    -25.55655     16.95945      1.26435    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.04183  -0.01671  -1.00000
     289 2002  3 18  0 23  1 435  4.8023    193.11362    931.31171    867.16568    -36.82683     14.23039     -0.31536    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.04113  -0.01670  -1.00000
     291 2002  3 18  0 23 11  40  4.8023    193.10139    930.65710    867.33200    -46.48750     12.62788     -1.81750    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.04043  -0.01670  -1.00000
     293 2002  3 18  0 23 20 645  4.8024    193.08912    929.95103    867.53403    -54.07252     11.15698     -3.22399    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.03973  -0.01670  -1.00000
     295 2002  3 18  0 23 30 250  4.8025    193.07686    929.33717    867.76375    -59.45136     10.68978     -4.52656    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.03904  -0.01670  -1.00000
     298 2002  3 18  0 23 44 658  4.8026    193.05849    928.55020    868.14215    -63.36171      9.80268     -6.25940    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.03799  -0.01670  -1.00000
     300 2002  3 18  0 23 54 263  4.8026    193.04627    928.01611    868.40496    -63.42327      8.81508     -7.26424    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.03729  -0.01670  -1.00000
     302 2002  3 18  0 24  3 868  4.8027    193.03414    927.62783    868.66737    -61.75467      7.55647     -8.15304    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.03659  -0.01670  -1.00000
     304 2002  3 18  0 24 13 474  4.8028    193.02199    928.16724    868.92339    -58.60820      6.10597     -8.93383    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.03589  -0.01670  -1.00000
     306 2002  3 18  0 24 23  79  4.8029    193.00982    928.63067    869.16719    -54.37484      5.01574     -9.61673    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.03519  -0.01670  -1.00000
     308 2002  3 18  0 24 32 685  4.8029    192.99770    929.01703    869.39667    -49.52658      4.07296    -10.21478    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.03450  -0.01670  -1.00000
     310 2002  3 18  0 24 42 291  4.8030    192.98552    929.45133    869.61200    -44.58986      3.05248    -10.74407    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.03380  -0.01670  -1.00000
     312 2002  3 18  0 24 51 897  4.8031    192.97320    929.92668    869.81264    -41.12892      2.59584    -11.21594    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.03310  -0.01669  -1.00000
     314 2002  3 18  0 25  1 504  4.8032    192.96087    930.37202    870.00221    -43.03640      2.16181    -11.63213    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.03240  -0.01669  -1.00000
     316 2002  3 18  0 25 11 110  4.8033    192.94862    930.80455    870.18280    -44.16668      2.03835    -11.99687    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.03170  -0.01669  -1.00000
     318 2002  3 18  0 25 20 717  4.8033    192.93641    931.17776    870.35570    -44.55140      1.81294    -12.31133    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.03100  -0.01669  -1.00000
     320 2002  3 18  0 25 30 323  4.8034    192.92422    931.49722    870.52360    -44.28030      1.49389    -12.57736    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.03030  -0.01669  -1.00000
     323 2002  3 18  0 25 44 734  4.8035    192.90604    931.91668    870.77080    -42.74782      0.95463    -12.89444    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.02926  -0.01669  -1.00000
     325 2002  3 18  0 25 54 341  4.8035    192.89415    932.18615    870.93787    -41.23438      0.66317    -13.04723    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.02856  -0.01669  -1.00000
     327 2002  3 18  0 26  3 948  4.8035    192.88250    932.42989    871.10934    -39.29983      0.32574    -13.14945    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.02786  -0.01669  -1.00000
     329 2002  3 18  0 26 13 555  4.8035    192.87098    932.66617    871.28587    -37.00910      0.00000    -13.19586    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.02716  -0.01669  -1.00000
     331 2002  3 18  0 26 23 162  4.8035    192.85960    932.94948    871.46660    -34.45735      0.00000    -13.18188    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.02646  -0.01669  -1.00000
     333 2002  3 18  0 26 32 769  4.8036    192.84840    933.21414    871.64967    -34.76786      0.00000    -13.10220    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.02576  -0.01669  -1.00000
     335 2002  3 18  0 26 42 376  4.8036    192.83731    933.53037    871.83330    -35.58622      0.00000    -12.95390    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.02506  -0.01669  -1.00000
     337 2002  3 18  0 26 51 983  4.8037    192.82620    933.82795    872.01431    -37.00351      0.00000    -12.73721    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.02437  -0.01668  -1.00000
     339 2002  3 18  0 27  1 591  4.8037    192.81493    934.08972    872.18870    -38.00797      0.00000    -12.44653    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.02367  -0.01668  -1.00000
     341 2002  3 18  0 27 11 199  4.8039    192.80339    934.36296    872.35381    -38.31147      0.00000    -12.08285    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.02297  -0.01668  -1.00000
     343 2002  3 18  0 27 20 806  4.8040    192.79153    934.56593    872.50594    -37.83749      0.00000    -11.64867    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.02227  -0.01668  -1.00000
     345 2002  3 18  0 27 30 415  4.8042    192.77929    934.69541    872.64175    -36.53433      0.00000    -11.14526    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.02157  -0.01668  -1.00000
     347 2002  3 18  0 27 40  23  4.8044    192.76671    934.75094    872.75743    -34.45570      0.00000    -10.57756    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.02087  -0.01668  -1.00000
     350 2002  3 18  0 27 54 437  4.8046    192.74722    934.70050    872.88673    -30.00760      0.00000     -9.62143    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.01982  -0.01668  -1.00000
     352 2002  3 18  0 28  4  46  4.8047    192.73387    934.58491    872.93965    -26.30355      0.00000     -8.92668    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.01913  -0.01668  -1.00000
     354 2002  3 18  0 28 13 656  4.8048    192.72058    934.41267    872.96422    -22.22613      0.00000     -8.20199    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.01843  -0.01668  -1.00000
     356 2002  3 18  0 28 23 266  4.8049    192.70733    934.22887    872.96138    -17.97649      0.00000     -7.45865    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.01773  -0.01668  -1.00000
     358 2002  3 18  0 28 32 876  4.8050    192.69388    934.13644    872.93078    -13.78197      0.00000     -6.70970    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.01703  -0.01668  -1.00000
     360 2002  3 18  0 28 42 486  4.8050    192.68082    933.99398    872.87433    -10.05772      0.00000     -5.96295    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.01633  -0.01667  -1.00000
     362 2002  3 18  0 28 52  96  4.8051    192.66797    933.80347    872.79463     -9.49253      0.00000     -5.22312    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.01563  -0.01667  -1.00000
     364 2002  3 18  0 29  1 706  4.8051    192.65552    933.56771    872.69427     -9.18388      0.00000     -4.49449    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.01493  -0.01667  -1.00000
     366 2002  3 18  0 29 11 316  4.8051    192.64340    933.29188    872.57597     -8.75140      1.07114     -3.77999    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.01423  -0.01667  -1.00000
     368 2002  3 18  0 29 20 926  4.8051    192.63150    932.98179    872.44259     -8.20648      3.78556     -3.08238    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.01353  -0.01667  -1.00000
     370 2002  3 18  0 29 30 536  4.8051    192.61994    932.64829    872.29743     -7.56617      6.28987     -2.40934    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.01284  -0.01667  -1.00000
     372 2002  3 18  0 29 40 147  4.8050    192.60860    932.53322    872.14434     -6.84981      8.12015     -1.76459    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.01214  -0.01667  -1.00000
     375 2002  3 18  0 29 54 562  4.8050    192.59215    932.34499    871.90915     -5.67653      9.97198     -0.85358    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.01109  -0.01667  -1.00000
     377 2002  3 18  0 30  4 172  4.8050    192.58157    932.25066    871.75291     -4.85515     10.69867     -0.28276    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.01039  -0.01667  -1.00000
     379 2002  3 18  0 30 13 782  4.8051    192.57106    932.13558    871.59991     -4.04817     11.29127      0.26011    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.00969  -0.01667  -1.00000
     381 2002  3 18  0 30 23 392  4.8051    192.56070    932.00010    871.45108     -3.24277     11.75289      0.77290    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.00899  -0.01667  -1.00000
     383 2002  3 18  0 30 33   2  4.8051    192.55030    931.84875    871.30738     -2.74577     12.22690      1.25637    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.00829  -0.01667  -1.00000
     385 2002  3 18  0 30 42 613  4.8052    192.53969    931.68495    871.16968     -2.73281     12.85019      1.70885    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.00759  -0.01666  -1.00000
     387 2002  3 18  0 30 52 223  4.8053    192.52905    931.54661    871.03758     -2.69620     13.68572      2.12998    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.00690  -0.01666  -1.00000
     389 2002  3 18  0 31  1 834  4.8054    192.51824    931.40010    870.91087     -2.62632     14.41117      2.51987    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.00620  -0.01666  -1.00000
     391 2002  3 18  0 31 11 445  4.8055    192.50703    931.27215    870.78890     -2.51638     14.99015      2.87485    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.00550  -0.01666  -1.00000
     393 2002  3 18  0 31 21  56  4.8056    192.49556    931.15580    870.67071     -2.36451     15.60284      3.19341    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.00480  -0.01666  -1.00000
     395 2002  3 18  0 31 30 667  4.8057    192.48388    931.02413    870.55572     -2.17467     16.28397      3.47650    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.00410  -0.01666  -1.00000
     397 2002  3 18  0 31 40 279  4.8059    192.47186    930.88907    870.44265     -1.95628     17.00841      3.72083    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.00340  -0.01666  -1.00000
     400 2002  3 18  0 31 54 697  4.8061    192.45331    930.60924    870.27372     -1.60414     18.02577      4.01177    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.00235  -0.01666  -1.00000
     402 2002  3 18  0 32  4 309  4.8062    192.44074    930.36876    870.15937     -1.46223     18.58306      4.15339    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.00165  -0.01666  -1.00000
     404 2002  3 18  0 32 13 922  4.8063    192.42798    930.08650    870.04190     -1.31909     18.93490      4.25390    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.00095  -0.01666  -1.00000
     406 2002  3 18  0 32 23 535  4.8064    192.41489    929.79474    869.92040     -1.16631     19.03214      4.31226    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.00025  -0.01666  -1.00000
     408 2002  3 18  0 32 33 148  4.8065    192.40183    929.47436    869.79404     -0.99383     18.83579      4.32756    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.99956  -0.01665  -1.00000
     410 2002  3 18  0 32 42 761  4.8066    192.38890    929.19671    869.66253     -0.79585     18.27235      4.30045    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.99886  -0.01665  -1.00000
     412 2002  3 18  0 32 52 374  4.8067    192.37600    929.00962    869.52576     -0.58053     17.44583      4.23450    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.99816  -0.01665  -1.00000
     414 2002  3 18  0 33  1 988  4.8068    192.36316    928.86477    869.38402     -0.39211     16.30760      4.13090    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.99746  -0.01665  -1.00000
     416 2002  3 18  0 33 11 602  4.8068    192.35048    928.73975    869.23801     -0.23725     14.89423      3.99428    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.99676  -0.01665  -1.00000
     418 2002  3 18  0 33 21 215  4.8069    192.33812    928.62656    869.08879     -0.24552     13.25254      3.82773    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.99606  -0.01665  -1.00000
     420 2002  3 18  0 33 30 829  4.8069    192.32595    928.50239    868.93744     -0.25633     11.44550      3.63385    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.99536  -0.01665  -1.00000
     422 2002  3 18  0 33 40 443  4.8069    192.31401    928.36235    868.78549     -0.26856      9.57070      3.41904    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.99466  -0.01665  -1.00000
     424 2002  3 18  0 33 50  56  4.8069    192.30249    928.20314    868.63500     -0.28191      8.49055      3.18782    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.99396  -0.01665  -1.00000
